Measurement Unit ----->,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,s,s,s,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,NA
FXGL,D43,G6TYW01GN391,D43-CRB,D43-CRB_8G14G,004913,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:31:29,2019-07-05 03:32:00,500.10.17-17A95220i,,,,,31.420378,,,5,37098,125554,162652,,,,,,,,,,,,,,,,34.7,44.02,41.61,43.32,50.78,40.42,59.35,62.03,63.4,54.59,55.18,25.2,26.11,25.74,25.92,26.38,25.86,25.5,24.6,24.9,25.1,24.81,337707008
FXGL,D43,G6TYW01HN391,D43-CRB,D43-CRB_8G14G,004914,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:10:43,2019-07-05 04:10:54,500.10.8-17A24921d,,,,,11.146994,,,5,33382,70424,103806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYW01HN8ML,D43-CRB,D43-CRB_8A2R1,005466,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:40:05,2019-07-05 21:40:17,500.10.8-17A24921d,,,,,12.224623,,,5,34446,97566,132012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW01JN391,D43-CRB,D43-CRB_8G14G,004915,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:30:23,2019-07-05 03:31:04,500.10.17-17A95220i,,,,,41.229455,,,5,24669,115377,140046,,,,,,,,,,,,,,,,34.9,43.61,42.12,42.97,50.15,40.49,58.84,61.76,62.28,53.51,55.28,25.1,25.72,25.94,25.68,26.12,25.48,26.56,25.89,26.28,25.68,26.07,336658432
FXGL,D43,G6TYW01MN391,D43-CRB,D43-CRB_8G14G,004918,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:27:11,2019-07-05 03:27:58,500.10.17-17A95220i,,,,,48.375195,,,5,37193,147824,185017,,,,,,,,,,,,,,,,33.29,43.03,40.62,42.32,49.61,39.49,57.64,60.9,60.65,52.73,53.62,23.89,25.57,24.95,25.19,25.78,25.01,24.6,24.42,23.54,24.42,23.64,337707008
FXGL,D43,G6TYW01MN39P,D43-CRB,D43-CRB_7G5R,003465,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:22:56,2019-07-05 05:23:07,500.10.8-17A24921d,,,,,11.614193,,,7,29762,108985,138747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW01NN8ML,D43-CRB,D43-CRB_8A2R1,005449,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:47:03,2019-07-05 21:47:15,500.10.8-17A24921d,,,,,11.949053,,,5,26720,104549,131269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW01RN391,D43-CRB,D43-CRB_8G14G,004892,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:29:04,2019-07-05 03:29:39,500.10.17-17A95220i,,,,,36.208517,,,5,22593,191842,214435,,,,,,,,,,,,,,,,40.59,45.91,44.58,45.72,52.61,43.49,62.1,65.89,66.06,55.75,57.12,24.7,26.31,25.94,26.03,26.65,25.62,26.17,25.89,25.59,25.68,25.59,343347200
FXGL,D43,G6TYW01RN391,D43-CRB,D43-CRB_8G14G,004892,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:30:35,2019-07-05 03:30:43,500.10.17-17A95220i,,,,,8.218045,,,5,22593,191955,214548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343347200
FXGL,D43,G6TYW01SN391,D43-CRB,D43-CRB_8G14G,004893,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:31:10,2019-07-05 03:31:37,500.10.17-17A95220i,,,,,28.174578,,,5,24945,146145,171090,,,,,,,,,,,,,,,,34.09,42.83,40.29,42.24,49.55,39.23,58.84,62.1,62.71,53.32,55.07,24.6,25.44,24.84,25.31,25.64,25.07,24.9,25.1,25,24.42,24.51,343347200
FXGL,D43,G6TYW01SN8ML,D43-CRB,D43-CRB_8A2R1,005461,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:24:13,2019-07-05 22:24:25,500.10.8-17A24921d,,,,,11.828685,,,5,34141,129209,163350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW01VN8ML,D43-CRB,D43-CRB_8A2R1,005458,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:42:26,2019-07-05 21:42:37,500.10.8-17A24921d,,,,,11.436861,,,5,25691,106042,131733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW01WN8ML,D43-CRB,D43-CRB_8A2R1,005457,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:41:14,2019-07-05 21:41:25,500.10.8-17A24921d,,,,,11.685361,,,5,21257,82562,103819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW01YN8ML,D43-CRB,D43-CRB_8A2R1,005455,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:45:20,2019-07-05 21:45:32,500.10.8-17A24921d,,,,,13.339174,,,5,25130,77380,102510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW020N8ML,D43-CRB,D43-CRB_8A2R1,005453,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:55:52,2019-07-05 21:56:04,500.10.8-17A24921d,,,,,12.327616,,,5,27567,115191,142758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW021N39Q,D43-CRB,D43-CRB_7S4G3,004111,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:38:57,2019-07-05 05:39:08,500.10.8-17A24921d,,,,,11.586597,,,5,45171,232116,277287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW021N8ML,D43-CRB,D43-CRB_8A2R1,005448,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:26:11,2019-07-05 05:26:22,500.10.8-17A24921d,,,,,11.7377,,,5,32474,102941,135415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW022N39K,D43-CRB,D43-CRB_7G27G3,005487,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 09:14:38,2019-07-05 09:15:10,500.10.17-17A95220i,,,,,32.950456,,,5,25694,159960,185654,,,,,,,,,,,,,,,,34.7,43.42,41.83,43.51,49.5,40.05,57.9,60.73,61.25,53.71,54.29,26.2,26.14,25.96,26.04,26.08,25.33,25.39,24.51,25.1,25.5,24.9,343347200
FXGL,D43,G6TYW023N8ML,D43-CRB,D43-CRB_8A2R1,005446,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:24:21,2019-07-05 22:24:32,500.10.8-17A24921d,,,,,11.706761,,,5,35679,111184,146863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYW024N8ML,D43-CRB,D43-CRB_8A2R1,005445,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:41:18,2019-07-05 21:41:29,500.10.8-17A24921d,,,,,11.615663,,,5,21804,81482,103286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW025N8ML,D43-CRB,D43-CRB_8A2R1,005444,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:15:09,2019-07-05 05:15:20,500.10.8-17A24921d,,,,,11.342757,,,5,25767,68383,94150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW027N8ML,D43-CRB,D43-CRB_8A2R1,005442,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:44:21,2019-07-05 21:44:33,500.10.8-17A24921d,,,,,12.705334,,,5,43700,103618,147318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW029N39K,D43-CRB,D43-CRB_7G27G3,005480,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:12:43,2019-07-05 03:12:54,500.10.8-17A24921d,,,,,12.002898,,,5,23047,77208,100255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW029N8ML,D43-CRB,D43-CRB_8A2R1,005440,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:15:04,2019-07-05 21:15:16,500.10.8-17A24921d,,,,,11.51146,,,5,33381,133859,167240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW02AN8ML,D43-CRB,D43-CRB_8A2R1,005439,FXGL_C02-2FT-02_1_LOG-COLLECTION,FAIL,2019-07-05 05:24:01,2019-07-05 05:24:13,500.10.8-17A24921d,kCollectLogs Could not connect to device at USB location 0x14110000;Finalize the device is not found in connected device list,,,,13.317271,,5010,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW02AN8ML,D43-CRB,D43-CRB_8A2R1,005439,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:25:06,2019-07-05 05:25:17,500.10.8-17A24921d,,,,,12.624942,,,5,33517,100046,133563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW02BN8ML,D43-CRB,D43-CRB_8A2R1,005438,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:47:59,2019-07-05 21:48:10,500.10.8-17A24921d,,,,,11.327945,,,5,32846,91844,124690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW02CN39K,D43-CRB,D43-CRB_7G27G3,005477,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:21:38,2019-07-05 04:21:52,500.10.8-17A24921d,,,,,14.125484,,,5,34125,101808,135933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW02EN39K,D43-CRB,D43-CRB_7G27G3,005475,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 09:14:35,2019-07-05 09:15:08,500.10.17-17A95220i,,,,,33.731058,,,5,36467,164578,201045,,,,,,,,,,,,,,,,36.09,43.95,43.34,44.56,50.59,41.04,60.04,62.89,62.96,54.68,55.46,24.79,25.56,25.86,25.93,25.91,25.11,26.17,25,25.39,25,25.2,337707008
FXGL,D43,G6TYW02FN8ML,D43-CRB,D43-CRB_8A2R1,005434,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:45:22,2019-07-05 21:45:34,500.10.8-17A24921d,,,,,11.794407,,,5,39114,190595,229709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYW02HN8ML,D43-CRB,D43-CRB_8A2R1,005432,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:44:27,2019-07-05 21:44:39,500.10.8-17A24921d,,,,,11.596339,,,5,40736,200184,240920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW02PN8ML,D43-CRB,D43-CRB_8A2R1,005426,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:51:35,2019-07-05 21:51:48,500.10.8-17A24921d,,,,,13.231288,,,5,16964,73333,90297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW02SN8ML,D43-CRB,D43-CRB_8A2R1,005423,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:04:35,2019-07-05 22:04:48,500.10.8-17A24921d,,,,,13.344098,,,5,41113,131431,172544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW02WN39V,D43-CRB,D43-CRB_7G17W3,004753,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:38:37,2019-07-05 05:38:47,500.10.8-17A24921d,,,,,11.022984,,,5,37030,82251,119281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW02YN39X,D43-CRB,D43-CRB_7G19G3,004571,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:22:25,2019-07-05 00:22:37,500.10.8-17A24921d,,,,,12.507648,,,3,37106,97458,134564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYW02YN8ML,D43-CRB,D43-CRB_8A2R1,005417,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:38:28,2019-07-05 05:38:39,500.10.8-17A24921d,,,,,11.63383,,,5,40831,222990,263821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW02ZN38M,D43-CRB,D43-CRB_9G30R,005326,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:42:02,2019-07-05 05:42:22,500.10.8-17A24921d,,,,,20.632467,,,5,19412,210163,229575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW035N396,D43-CRB,D43-CRB_8S3G3,004152,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:37:35,2019-07-05 05:37:46,500.10.8-17A24921d,,,,,11.487152,,,5,22992,72572,95564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYW03AN395,D43-CRB,D43-CRB_8G8R,003848,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:16:32,2019-07-05 21:16:44,500.10.8-17A24921d,,,,,12.359812,,,5,33170,120602,153772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW03BN39W,D43-CRB,D43-CRB_7G6R,003547,FXGL_C02-2FT-02_1_LOG-COLLECTION,FAIL,2019-07-05 03:07:34,2019-07-05 03:08:01,500.10.8-17A24921d,kCollectLogs Could not connect to device at USB location 0x14610000;Finalize the device is not found in connected device list,,,,26.554697,,5010,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYW03DN39P,D43-CRB,D43-CRB_7G5R,003523,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:18:39,2019-07-05 21:18:50,500.10.8-17A24921d,,,,,11.599366,,,5,23442,228022,251464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW03JN38M,D43-CRB,D43-CRB_9G30R,005307,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 02:12:57,2019-07-05 02:13:08,500.10.8-17A24921d,,,,,10.840318,,,5,35032,205291,240323,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW03QN39Q,D43-CRB,D43-CRB_7G15G,004471,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:52:57,2019-07-05 00:53:08,500.10.8-17A24921d,,,,,11.394153,,,5,38963,107717,146680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW03YN38M,D43-CRB,D43-CRB_9G30R,005293,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:04:27,2019-07-05 22:04:39,500.10.8-17A24921d,,,,,11.86022,,,5,22786,214968,237754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW04AN38M,D43-CRB,D43-CRB_9G30R,005281,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:21:51,2019-07-05 21:22:02,500.10.8-17A24921d,,,,,11.499136,,,5,41103,227334,268437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW04QN38N,D43-CRB,D43-CRB_9G29G3,005726,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:27:22,2019-07-05 03:28:11,500.10.17-17A95220i,,,,,50.087216,,,5,34536,145286,179822,,,,,,,,,,,,,,,,35.09,43.47,41.17,43.01,49.85,39.98,58.93,61.34,61.25,53.42,54.29,25.79,26.19,25.59,26.13,26.45,25.76,26.17,25.2,24.81,25,24.9,343150592
FXGL,D43,G6TYW04XN38N,D43-CRB,D43-CRB_9G29G3,005733,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:27:05,2019-07-05 03:27:46,500.10.17-17A95220i,,,,,41.801514,,,5,30985,132581,163566,,,,,,,,,,,,,,,,36.2,43.89,42.28,43.49,50.59,40.87,60.04,64,63.57,54.68,55.46,25.6,25.32,25.49,25.45,25.74,25.16,25.1,25.2,24.32,24.6,24.81,343347200
FXGL,D43,G6TYW050N396,D43-CRB,D43-CRB_8G28G3,005646,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:26:06,2019-07-05 22:26:18,500.10.8-17A24921d,,,,,13.293166,,,5,21143,208733,229876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW051N39P,D43-CRB,D43-CRB_7Y24R3,003623,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:19:48,2019-07-05 00:19:59,500.10.8-17A24921d,,,,,11.608389,,,7,52188,106487,158675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW053N396,D43-CRB,D43-CRB_8G28G3,005609,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:06:11,2019-07-05 22:06:24,500.10.8-17A24921d,,,,,13.098345,,,5,31022,228872,259894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW054N396,D43-CRB,D43-CRB_8G28G3,005610,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:06:20,2019-07-05 22:06:32,500.10.8-17A24921d,,,,,11.761661,,,5,38276,192130,230406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW059N395,D43-CRB,D43-CRB_8G8R,003882,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:47:07,2019-07-05 21:47:18,500.10.8-17A24921d,,,,,11.736611,,,5,43822,179977,223799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW05KN395,D43-CRB,D43-CRB_8G8R,003872,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:25:34,2019-07-05 21:25:45,500.10.8-17A24921d,,,,,11.297159,,,5,16403,106303,122706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW05PN395,D43-CRB,D43-CRB_8G8R,003868,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 03:04:59,2019-07-05 03:05:11,500.10.8-17A24921d,,,,,12.748881,,,5,16158,31676,47834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW05UN39Q,D43-CRB,D43-CRB_7G15G,004543,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:21:47,2019-07-05 00:21:59,500.10.8-17A24921d,,,,,12.05643,,,5,31232,154669,185901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW05XN38N,D43-CRB,D43-CRB_9G29G3,005764,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:30:25,2019-07-05 03:31:07,500.10.17-17A95220i,,,,,42.60683,,,6,48283,272749,321032,,,,,,,,,,,,,,,,36.2,44.12,42.04,43.76,50.78,40.94,59.79,62.45,62.54,55.18,55.46,25.5,26.2,25.72,26.11,26.47,25.81,25.59,25.29,25,25.68,25.68,337707008
FXGL,D43,G6TYW05XN395,D43-CRB,D43-CRB_8G8R,003860,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:23:26,2019-07-05 21:23:37,500.10.8-17A24921d,,,,,11.418035,,,5,41931,180490,222421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYW05ZN38N,D43-CRB,D43-CRB_9G29G3,005766,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:30:39,2019-07-05 03:31:14,500.10.17-17A95220i,,,,,35.099491,,,5,36223,120884,157107,,,,,,,,,,,,,,,,38.2,43.97,42.87,43.87,50.48,41.71,58.67,61.85,62.37,54.2,55.37,25.79,26.23,26.2,26.12,26.63,25.93,25.68,25.29,25.5,25.5,25.5,341901312
FXGL,D43,G6TYW05ZN395,D43-CRB,D43-CRB_8G8R,003858,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:15:50,2019-07-05 21:16:01,500.10.8-17A24921d,,,,,11.324695,,,5,28911,184161,213072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW060N38N,D43-CRB,D43-CRB_9G29G3,005767,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:27:20,2019-07-05 03:28:09,500.10.17-17A95220i,,,,,49.896804,,,5,32799,135719,168518,,,,,,,,,,,,,,,,35.7,43.03,41.52,42.62,49.71,40.11,58.5,62.03,62.2,53.9,54.68,25.5,25.18,25.19,25.19,25.61,24.96,25,24.81,24.21,24.9,24.6,336658432
FXGL,D43,G6TYW067N38N,D43-CRB,D43-CRB_9G29G3,005774,FXGL_C02-2F-BIR_1_LOG-COLLECTION,PASS,2019-07-05 03:28:25,2019-07-05 03:29:04,500.10.17-17A95220i,,,,,39.76491,,,6,26866,131475,158341,,,,,,,,,,,,,,,,36.2,44.02,42,43.42,50.48,40.89,59.45,62.71,63.06,55.07,55.46,26.6,26.08,25.95,26,26.21,25.93,25.39,25.5,25.2,25.89,25.68,336658432
FXGL,D43,G6TYW069N396,D43-CRB,D43-CRB_8G28G3,005681,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:52:02,2019-07-05 21:52:13,500.10.8-17A24921d,,,,,11.477976,,,5,17534,146530,164064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYW073N396,D43-CRB,D43-CRB_8G28G3,005674,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:40:03,2019-07-05 21:40:15,500.10.8-17A24921d,,,,,12.917967,,,5,28447,223104,251551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW074N396,D43-CRB,D43-CRB_8G28G3,005675,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:27:59,2019-07-05 22:28:10,500.10.8-17A24921d,,,,,11.706142,,,5,33052,179206,212258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
FXGL,D43,G6TYW077N396,D43-CRB,D43-CRB_8G28G3,005689,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:04:29,2019-07-05 22:04:42,500.10.8-17A24921d,,,,,13.064962,,,5,19526,173735,193261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYW07AN396,D43-CRB,D43-CRB_8G28G3,005692,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 21:17:28,2019-07-05 21:17:39,500.10.8-17A24921d,,,,,11.487673,,,5,13784,197751,211535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYW08BN396,D43-CRB,D43-CRB_8G28G3,005588,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 22:01:30,2019-07-05 22:01:42,500.10.8-17A24921d,,,,,13.169015,,,5,22628,204040,226668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYW08DN396,D43-CRB,D43-CRB_8G28G3,005590,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 01:26:26,2019-07-05 01:26:37,500.10.8-17A24921d,,,,,11.074,,,6,35317,204118,239435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYW08PN39T,D43-CRB,D43-CRB_7Y23B,003395,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 05:54:53,2019-07-05 05:55:08,500.10.8-17A24921d,,,,,15.154746,,,8,40616,88974,129590,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX001N39C,D43-CRB,D43-CRB_8A5R,007243,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:08:29,2019-07-05 04:08:40,500.10.8-17A24921d,,,,,11.390411,,,5,30649,75313,105962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX001N8MW,D43-CRB,D43-CRB_7G45B,007331,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:47:09,2019-07-05 00:47:21,500.10.8-17A24921d,,,,,12.51286,,,5,26165,120753,146918,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341901312
FXGL,D43,G6TYX002N8MW,D43-CRB,D43-CRB_7G45B,007332,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:21:42,2019-07-05 00:21:54,500.10.8-17A24921d,,,,,12.402178,,,5,27489,109674,137163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX003N8MW,D43-CRB,D43-CRB_7G45B,007333,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 00:52:53,2019-07-05 00:53:05,500.10.8-17A24921d,,,,,12.925171,,,5,22903,123439,146342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336658432
FXGL,D43,G6TYX004N395,D43-CRB,D43-CRB_8G33R,006288,FXGL_C02-2FT-02_1_LOG-COLLECTION,PASS,2019-07-05 04:19:58,2019-07-05 04:20:10,500.10.8-17A24921d,,,,,12.213857,,,5,13936,33506,47442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337707008
