QT1-PREBURN,,,,,,,,,,,,,,,,,,,,,,,,,,,Parametric
Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime,List of Failing Tests,Version,BMLB-Serial Number,BMLB-Vendor,BTY-Serial Number,BTY-Vendor,CAM-Serial Number,CAM-Vendor,CGS-Serial Number,CGS-Vendor,HSGA-Serial Number,HSGA-Vendor,MLB-Serial Number,MLB-Vendor,PEARL-Serial Number,PEARL-Vendor,VA_COMPASS_REVID,1K_ExtTone_SPK_to_Mic2_Frequency,1K_ExtTone_SPK_to_Mic2_Power,1kHz_ExtTone_SPK_to_Low_Power_Mic2_Frequency,1kHz_ExtTone_SPK_to_Low_Power_Mic2_Power,2K_Tone_SPK_to_MIC1_Low_Power_Frequency,2K_Tone_SPK_to_MIC1_Low_Power_Power,2K_Tone_SPK_to_MIC4_Low_Power_Frequency,2K_Tone_SPK_to_MIC4_Low_Power_Power,3K_Tone_SPK_to_MIC1_Frequency,3K_Tone_SPK_to_MIC1_Power,3K_Tone_SPK_to_MIC4_Frequency,3K_Tone_SPK_to_MIC4_Power,3K_Tone_TopSpk_to_Low_Power_MIC3_Frequency,3K_Tone_TopSpk_to_Low_Power_MIC3_Power,3K_Tone_TopSpk_to_MIC3_Frequency,3K_Tone_TopSpk_to_MIC3_Power,4K_Tone_HAC_to_Mic4_Frequency,4K_Tone_HAC_to_Mic4_Peak_Mag,ALS_CH1_Dark,ALS_CH1_LED,ALS_CH2_Dark,ALS_CH2_LED,ALS_CH3_Dark,ALS_CH3_LED,ALS_CH4_Dark,ALS_CH4_LED,ALS_CH5_Dark,ALS_CH5_LED,ALS_CHx_Dark_Fixture,Battery_Cell_ID,Battery_CFG_Version,Battery_CFG_Version_Check,Battery_Charge_Percentage,Battery_Current,Battery_Cycle_Count,Battery_Design_Capacity,Battery_DNVD1_Version,Battery_DNVD2_Version,Battery_Full_Charge_Capacity,Battery_FW_Version,Battery_FW_Version_Check,Battery_Lifetime_Max_Temp,Battery_Lifetime_Max_Voltage,Battery_Lifetime_Min_Temp,Battery_Lifetime_Min_Voltage,Battery_Nominal_Capacity,Battery_Qmax_Capacity,Battery_Remaining_Capacity,Battery_Voltage,CDCC_Slope_Compass_X,CDCC_Slope_Compass_Y,CDCC_Slope_Compass_Z,COOL_FLASH_light_intensity,COOL_FLASH_Off_light_intensity,COOL_FLASH_Register_Value,CVCC_Slope_Compass_X,CVCC_Slope_Compass_Y,CVCC_Slope_Compass_Z,Display_Compass_PostCalError_X,Display_Compass_PostCalError_Y,Display_Compass_PostCalError_Z,Display_Compass_PostCalErrorM,Display_Delta_Compass_X_Post,Display_Delta_Compass_Y_Post,Display_Delta_Compass_Z_Post,Display_Off_AVG_Compass_X_Post,Display_Off_AVG_Compass_Y_Post,Display_Off_AVG_Compass_Z_Post,Display_Off_Detect,Display_Off_STD_Compass_X_Post,Display_Off_STD_Compass_Y_Post,Display_Off_STD_Compass_Z_Post,Display_On_AVG_Compass_X_Post,Display_On_AVG_Compass_Y_Post,Display_On_AVG_Compass_Z_Post,Display_On_Detect,Display_On_STD_Compass_X_Post,Display_On_STD_Compass_Y_Post,Display_On_STD_Compass_Z_Post,Display_Slope_Compass_X_Post,Display_Slope_Compass_Y_Post,Display_Slope_Compass_Z_Post,Double_Click_Detect,Fixture_ID_QT1,Flap_South_Hysteresis,Flap_South_Release_distance,Flap_South_Trigger_distance,Gecko_Buck_1V5_iFixture_500mA,Gecko_Buck_1V5_iFixture_No_Load,Gecko_Buck_1V5_vBuck_500mA,Gecko_Buck_1V5_vBuck_No_Load,Gecko_Buck_1V9_iFixture_500mA,Gecko_Buck_1V9_iFixture_No_Load,Gecko_Buck_1V9_vBuck_500mA,Gecko_Buck_1V9_vBuck_NoLoad,Gecko_Bypass_iFixture_500mA,Gecko_Bypass_vBypass_500mA,Gecko_Normal_3V3_iFixture_250mA,Gecko_Normal_3V3_iLDO_250mA,Gecko_Normal_3V3_vLDO_250mA,Gecko_Off_Discharge_FET_OFF_0mS_vOut,Gecko_Off_Discharge_FET_OFF_50mS_vOut,Gecko_Off_Discharge_FET_ON_0mS_vOut,Gecko_Off_Discharge_FET_ON_50mS_vOut,Juliet_IR_Test_LED_OFF,Juliet_IR_Test_LED_ON,MIXED_WARM/COOL_FLASH_light_intensity,MIXED_WARM/COOL_FLASH_Off_light_intensity,MIXED_WARM/COOL_FLASH_Register_Value,Penrose_AC_IR_Light_IR_CH_DC_Magnitude,Penrose_AC_IR_Light_IR_CH_Frequency,Penrose_AC_IR_Light_IR_CH_Power,Penrose_AC_IR_Light_IR_CH_SINAD,Penrose_AC_IR_Light_IR_CH_THD+N,Penrose_AC_IR_Light_Ratio,Penrose_AC_IR_Light_VIS_CH_DC_Magnitude,Penrose_AC_IR_Light_VIS_CH_Frequency,Penrose_AC_IR_Light_VIS_CH_Power,Penrose_AC_IR_Light_VIS_CH_SINAD,Penrose_AC_IR_Light_VIS_CH_THD+N,Penrose_AC_VIS_Light_IR_CH_DC_Magnitude,Penrose_AC_VIS_Light_IR_CH_Frequency,Penrose_AC_VIS_Light_IR_CH_Power,Penrose_AC_VIS_Light_IR_CH_SINAD,Penrose_AC_VIS_Light_IR_CH_THD+N,Penrose_AC_VIS_Light_Ratio,Penrose_AC_VIS_Light_VIS_CH_DC_Magnitude,Penrose_AC_VIS_Light_VIS_CH_Frequency,Penrose_AC_VIS_Light_VIS_CH_Power,Penrose_AC_VIS_Light_VIS_CH_SINAD,Penrose_AC_VIS_Light_VIS_CH_THD+N,Penrose_DC_Dark_IR_CH,Penrose_DC_Dark_Ratio,Penrose_DC_Dark_VIS_CH,Penrose_DC_VIS_Bright_Light_IR_CH,Penrose_DC_VIS_Bright_Light_Ratio,Penrose_DC_VIS_Bright_Light_VIS_CH,Penrose_DC_VIS_Low_Light_IR_CH,Penrose_DC_VIS_Low_Light_Ratio,Penrose_DC_VIS_Low_Light_VIS_CH,PMURinger,PROX_QT_DEV_ID,PROX_QT_NO_TARGET_AMB_AVE,PROX_QT_NO_TARGET_AMB_STD,PROX_QT_NO_TARGET_RAW_DIST_AVE,PROX_QT_NO_TARGET_RAW_DIST_STD,PROX_QT_NO_TARGET_REF_SIG_AVE,PROX_QT_NO_TARGET_REF_SIG_STD,PROX_QT_NO_TARGET_SIG_AVE,PROX_QT_NO_TARGET_SIG_STD,PROX_QT_REV_ID,PROX_QT_TARGET_AMB_AVE,PROX_QT_TARGET_AMB_STD,PROX_QT_TARGET_RAW_DIST_AVE,PROX_QT_TARGET_RAW_DIST_STD,PROX_QT_TARGET_REF_SIG_AVE,PROX_QT_TARGET_REF_SIG_STD,PROX_QT_TARGET_SIG_AVE,PROX_QT_TARGET_SIG_STD,Torch_On_IBUS_Post,Torch_On_VBUS_Off_AVG_Compass_X_Post,Torch_On_VBUS_Off_AVG_Compass_Y_Post,Torch_On_VBUS_Off_AVG_Compass_Z_Post,Torch_On_VBUS_Off_STD_Compass_X_Post,Torch_On_VBUS_Off_STD_Compass_Y_Post,Torch_On_VBUS_Off_STD_Compass_Z_Post,Torch_On_VBUS_On_AVG_Compass_X_Post,Torch_On_VBUS_On_AVG_Compass_Y_Post,Torch_On_VBUS_On_AVG_Compass_Z_Post,Torch_On_VBUS_On_STD_Compass_X_Post,Torch_On_VBUS_On_STD_Compass_Y_Post,Torch_On_VBUS_On_STD_Compass_Z_Post,Torch_VBUS_Delta_Compass_X_Post,Torch_VBUS_Delta_Compass_Y_Post,Torch_VBUS_Delta_Compass_Z_Post,Torch_VBUS_Slope_Compass_X_Post,Torch_VBUS_Slope_Compass_Y_Post,Torch_VBUS_Slope_Compass_Z_Post,VBUS_SlopeCompass_PostCalError_X,VBUS_SlopeCompass_PostCalError_Y,VBUS_SlopeCompass_PostCalError_Z,VBUS_SlopeCompass_PostCalErrorM,veridian_reset_counter_cfg_fw_updated,veridian_reset_counter_comm,veridian_reset_counter_hw,veridian_reset_counter_sw,veridian_reset_counter_wdt,veridian_reset_last_reason,WARM_FLASH_light_intensity,WARM_FLASH_Off_light_intensity,WARM_FLASH_Register_Value
FXGL,D42,C39YR00MN2RR,D42-CARRIERMINI,D42-CARRIERMINI_1M25W,000979,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:46:58,2019-07-05 10:47:37,,AT_1.15.4_DVT_80MP.40_00,C079222002GKYT92,Foxconn,F5D92175JEAMHYJ41,Desay Battery Co. Ltd.,DN891440KSMK91K5N,LG Innotek,C399227000MLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C399227000BLTWCA4,Foxconn - Hong Fu Jin Precision Industry,C0792220082LTQ23,Foxconn,C399226007GL8R0AR,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.015402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.45,7.85,6.4,,,,,,,,,,,,,,,,,,,,46333,0,15,0.134725,500.9765619999999,0.46799,51.462914,-7.709325,96.41207566449528,0.123417,500.9765619999999,0.4854060000000001,51.46780299999999,-7.709764,,,,,,,,,,,,,,,0.0683873316880621,6.950276761765179,0.98395120125682,0.06486386637896069,7.17125496042902,0.9044981211361114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR013N2RR,D42-CARRIERMINI,D42-CARRIERMINI_1M25W,000995,FXGL_C03-5F-RD_2_QT1-PREBURN,PASS,2019-07-05 10:35:49,2019-07-05 10:36:34,,AT_1.15.4_DVT_80MP.40_01,C0792220038KYT92,Foxconn,F5D921637KAMHYJ44,Desay Battery Co. Ltd.,DN891440KJSK91K57,LG Innotek,C399227000KLC2WA9,Foxconn - Hong Fu Jin Precision Industry,C3992270002LTWCAD,Foxconn - Hong Fu Jin Precision Industry,C079222004PLTQ23,Foxconn,C399226009YL8R0A3,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.008388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.2,7.6,6.4,,,,,,,,,,,,,,,,,,,,45631,0,15,0.204973,500.9765619999999,0.3395399999999999,52.4859,-7.725371,94.9602863855017,0.196949,500.9765619999999,0.35756,52.455795,-7.724562999999999,,,,,,,,,,,,,,,0.05646084120786743,7.426171715758397,0.7602953899928958,0.05409875718289292,7.64539431120664,0.7075993072534508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03A_1_QT1-PREBURN,FAIL,2019-07-05 09:56:08,2019-07-05 09:56:46,PMURinger,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.007397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0.7,7.35,6.65,,,,,,,,,,,,,,,,,,,,28478,8,15,0.166503,500.9765619999999,0.3992389999999999,52.022922,-7.745569,95.4795152831222,0.159734,500.9765619999999,0.418141,51.98795099999999,-7.744530999999999,,,,,,,,,,,,,,,0.08171181812990846,7.964915451945496,1.025896867617718,0.05797811510067108,20.18001740647759,0.2873045841975371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:28:53,2019-07-05 10:29:29,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.014657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.95,7.6,6.65,,,,,,,,,,,,,,,,,,,,43699,0,15,0.189055,500.9765619999999,0.356871,50.664825,-7.727646,95.9281649593166,0.18427,500.9765619999999,0.372019,50.74000399999999,-7.726723,,,,,,,,,,,,,,,0.06608616176009008,12.84465559977631,0.5145031818621977,0.06450501218048987,13.55556527054676,0.4758563061965772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:29:37,2019-07-05 10:30:16,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.014707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.95,7.6,6.65,,,,,,,,,,,,,,,,,,,,44136,0,15,0.191292,500.9765619999999,0.352876,51.465188,-7.729513999999999,95.90298708251915,0.186563,500.9765619999999,0.3679509999999999,51.478016,-7.728540999999999,,,,,,,,,,,,,,,0.0660362356020271,12.87310148870196,0.5129784431512764,0.06446751022314867,13.57801415248074,0.474793364472744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:30:25,2019-07-05 10:31:07,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.014838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.45,7.85,6.4,,,,,,,,,,,,,,,,,,,,44043,0,15,0.191107,500.9765619999999,0.3531969999999999,49.85024899999999,-7.729880999999999,95.91332967635763,0.186411,500.9765619999999,0.3682459999999999,49.85939899999999,-7.728989999999999,,,,,,,,,,,,,,,0.06600888810847805,12.86090109215867,0.5132524357000448,0.06449203865504471,13.57877437435757,0.4749474207100219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:31:14,2019-07-05 10:31:52,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.014769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7,7.35,6.65,,,,,,,,,,,,,,,,,,,,43941,0,15,0.19141,500.9765619999999,0.3526539999999999,51.225208,-7.725793,95.92242516558093,0.186736,500.9765619999999,0.3676449999999999,51.24367,-7.724834999999998,,,,,,,,,,,,,,,0.0660184988436685,12.85796112563722,0.5134445360239548,0.06449489534753838,13.56144034325885,0.4755755562468525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:32:01,2019-07-05 10:32:39,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.014753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.95,7.85,6.9,,,,,,,,,,,,,,,,,,,,44039,0,15,0.1914,500.9765619999999,0.3526329999999999,51.759995,-7.725757999999999,95.92480155815609,0.18669,500.9765619999999,0.367614,51.71566399999999,-7.724821999999999,,,,,,,,,,,,,,,0.06594431715698956,12.84408574289106,0.5134216516227197,0.06437549253050012,13.53484434543053,0.4756278748948728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:32:46,2019-07-05 10:33:24,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.014812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.95,7.6,6.65,,,,,,,,,,,,,,,,,,,,44118,0,15,0.191679,500.9765619999999,0.352164,50.86477999999999,-7.734849,95.93083121312333,0.187018,500.9765619999999,0.367102,50.85257099999999,-7.733973,,,,,,,,,,,,,,,0.06593792215275429,12.83555881675373,0.5137129056406038,0.06447662925250897,13.53976205303825,0.47620208538333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:33:32,2019-07-05 10:34:10,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.014995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.95,7.6,6.65,,,,,,,,,,,,,,,,,,,,44220,0,15,0.191776,500.9765619999999,0.352016,50.83841,-7.729358,95.93468017321965,0.1871259999999999,500.9765619999999,0.3669329999999999,50.83124299999999,-7.72834,,,,,,,,,,,,,,,0.0659323583319692,12.8381433266455,0.513566149359985,0.06447225181566374,13.53756455925624,0.4762470497071878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:34:24,2019-07-05 10:35:03,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.01492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.2,7.85,6.65,,,,,,,,,,,,,,,,,,,,44159,0,15,0.191969,500.9765619999999,0.35158,50.767943,-7.729085999999999,95.93795877380165,0.18733,500.9765619999999,0.366466,50.779234,-7.728205,,,,,,,,,,,,,,,0.06596366255409658,12.83875886865197,0.5137853528440208,0.06444953712605483,13.53275161647357,0.4762485779137459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:35:10,2019-07-05 10:35:48,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.014954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.95,7.6,6.65,,,,,,,,,,,,,,,,,,,,44034,0,15,0.19204,500.9765619999999,0.3514989999999999,51.075226,-7.73025,95.93889371086689,0.187396,500.9765619999999,0.366378,51.05477899999999,-7.729278,,,,,,,,,,,,,,,0.06595525557885973,12.83657865370184,0.5138071238307678,0.06441681924223686,13.51221849801945,0.4767301479892344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:35:55,2019-07-05 10:36:33,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.01496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7,7.6,6.9,,,,,,,,,,,,,,,,,,,,44179,0,15,0.192249,500.9765619999999,0.3511299999999999,50.61520699999999,-7.731884,95.94056619497412,0.1876509999999999,500.9765619999999,0.365987,50.59747399999999,-7.73086,,,,,,,,,,,,,,,0.06595008432316363,12.83583849010404,0.5137964642824753,0.06443781314679575,13.52970194398446,0.4762692734369206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:36:41,2019-07-05 10:37:19,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.015033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.2,7.85,6.65,,,,,,,,,,,,,,,,,,,,44188,0,15,0.192102,500.9765619999999,0.351412,51.39767799999999,-7.73116,95.9436916583167,0.187493,500.9765619999999,0.3662689999999999,51.42130099999999,-7.7302,,,,,,,,,,,,,,,0.06593848240454636,12.82916940038412,0.5139731213041123,0.06442634240310563,13.51101506418148,0.4768430950380906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FXGL,D42,C39YR01JN2RD,D42-CARRIERMINI,D42-CARRIERMINI_1M19BJ,000511,FXGL_C03-5FT-03B_2_QT1-PREBURN,PASS,2019-07-05 10:37:43,2019-07-05 10:38:21,,AT_1.15.4_DVT_80MP.40_00,C079223001AKYT92,Foxconn,F5D9215799RMHYJ46,Desay Battery Co. Ltd.,DN891311HMFK91K2P,LG Innotek,C399226003DLC2WA7,Foxconn - Hong Fu Jin Precision Industry,C3992260038LTW9A2,Foxconn - Hong Fu Jin Precision Industry,C079223001RLTPH3,Foxconn,C3992250025L8R0AJ,Foxconn - Hong Fu Jin Precision Industry,Moly-25A,,,,,,,,,,,,,,,,,3999.023437,0.015033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7,7.6,6.9,,,,,,,,,,,,,,,,,,,,44228,0,15,0.192209,500.9765619999999,0.3511509999999999,50.131955,-7.727749999999999,95.94971227464244,0.187601,500.9765619999999,0.365974,50.121222,-7.726695,,,,,,,,,,,,,,,0.06589723004889869,12.81791337370049,0.5141026322123938,0.06436661607641381,13.49239401372673,0.4770585265367231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
