Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime
FXGL,D43,G6TZ100JN399,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 09:54:38,2019-07-05 09:54:55
FXGL,D43,G6TZ100KN38G,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 01:30:47,2019-07-05 01:31:04
FXGL,D43,G6TZ100KN38Y,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 13:01:32,2019-07-05 13:01:51
FXGL,D43,G6TZ100KN398,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 10:15:26,2019-07-05 10:16:10
FXGL,D43,G6TZ100KN399,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 09:39:06,2019-07-05 09:39:28
FXGL,D43,G6TZ100LN38Y,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 12:59:22,2019-07-05 12:59:44
FXGL,D43,G6TZ100LN393,,,,FXGL_C07-3FT-01_12_BURNIN,FAIL,2019-07-05 08:10:25,2019-07-05 08:11:41
FXGL,D43,G6TZ100LN393,,,,FXGL_C07-3FT-02_1_BURNIN,FAIL,2019-07-05 08:34:11,2019-07-05 08:34:12
FXGL,D43,G6TZ100LN398,,,,FXGL_C07-3F-BIR_1_BURNIN,PASS,2019-07-05 23:59:37,2019-07-05 23:59:59
FXGL,D43,G6TZ100LN399,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 10:06:27,2019-07-05 10:06:45
FXGL,D43,G6TZ100MN399,,,,FXGL_C07-3F-BIR_2_BURNIN,PASS,2019-07-05 13:21:19,2019-07-05 13:21:37
FXGL,D43,G6TZ100NN399,,,,FXGL_C07-3F-BIR_2_BURNIN,FAIL,2019-07-05 15:01:59,2019-07-05 15:02:25
